file_name,image_path,caption,model,prompt
-01-16-2-5-2-4-313_jpg.rf.3954592e0369b69a647d64541009fac6.jpg,data/-01-16-2-5-2-4-313_jpg.rf.3954592e0369b69a647d64541009fac6.jpg,"This image is a computer vision dataset. In the foreground, there is a person wearing a mask. In the background, there are boxes, tables, machines, and other objects.",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-2-5-2-4-32_jpg.rf.0285b9f9554739d796df747c7dc86737.jpg,data/-01-16-2-5-2-4-32_jpg.rf.0285b9f9554739d796df747c7dc86737.jpg,Image is a computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-2-5-2-4-37_jpg.rf.672f909ec80ebedeb9d05e82dbc9b4fb.jpg,data/-01-16-2-5-2-4-37_jpg.rf.672f909ec80ebedeb9d05e82dbc9b4fb.jpg,Image is a computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-2-5-2-4-40_jpg.rf.358fbc14dbc2b52ea09c1bbb0a5a5c2d.jpg,data/-01-16-2-5-2-4-40_jpg.rf.358fbc14dbc2b52ea09c1bbb0a5a5c2d.jpg,In a room there is a table with some objects on it and a woman standing on it.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-2-5-2-4-41_jpg.rf.eb0fe1b0673d1b052336fdd229d88989.jpg,data/-01-16-2-5-2-4-41_jpg.rf.eb0fe1b0673d1b052336fdd229d88989.jpg,A computer vision dataset for identifying people in a room.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-2-5-2-5-12_jpg.rf.50f7c8749ae45dae4491dae4759272f5.jpg,data/-01-16-2-5-2-5-12_jpg.rf.50f7c8749ae45dae4491dae4759272f5.jpg,A.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-2-5-2-5-26_jpg.rf.e5c9567d41a1e7c86395f766915dee61.jpg,data/-01-16-2-5-2-5-26_jpg.rf.e5c9567d41a1e7c86395f766915dee61.jpg,This image is a computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-115_jpg.rf.90a7bf85c340542376ceb3787787d0ec.jpg,data/-01-16-3-1-3-1-115_jpg.rf.90a7bf85c340542376ceb3787787d0ec.jpg,"In a room with a desk, a person in a black shirt and black shorts is standing in front of a line of yellow and white lines. There is another person sitting behind the person in the black shirt and black shorts. There are several pieces of art on the walls.",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-143_jpg.rf.178a761b58b6b8e8c9cdf37d8792fb5a.jpg,data/-01-16-3-1-3-1-143_jpg.rf.178a761b58b6b8e8c9cdf37d8792fb5a.jpg,A computer room has a box on the right and a box on the left.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-143_jpg.rf.aee543d16876b4c1455afd51e1a6d625.jpg,data/-01-16-3-1-3-1-143_jpg.rf.aee543d16876b4c1455afd51e1a6d625.jpg,The office has yellow caution tape marking areas where there are potential security hazards.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-154_jpg.rf.635e7194fda32aa3abcdfad7358570a2.jpg,data/-01-16-3-1-3-1-154_jpg.rf.635e7194fda32aa3abcdfad7358570a2.jpg,A computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-156_jpg.rf.0af8aed7c3f193e3d9f31e655ca2a466.jpg,data/-01-16-3-1-3-1-156_jpg.rf.0af8aed7c3f193e3d9f31e655ca2a466.jpg,The woman in the front of the image has a mask on her head.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-158_jpg.rf.889987de9ad313e53b987ed8c73e65b7.jpg,data/-01-16-3-1-3-1-158_jpg.rf.889987de9ad313e53b987ed8c73e65b7.jpg,The woman in the black blazer is standing in front of a table. She is wearing a mask.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-2114_jpg.rf.a3c363d41be598d825719d206b9961df.jpg,data/-01-16-3-1-3-1-2114_jpg.rf.a3c363d41be598d825719d206b9961df.jpg,"The image shows an office cubicle with three individuals. Two individuals are standing, one in a white shirt and the other in a black jacket, both wearing masks. The third individual, a man, is standing in front of a cluttered table with various electronic devices and tools. The man in the white shirt is holding a cell phone, and the man in the black jacket is holding a remote. The table has a carabiner attached to it, and there are several tools",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-220_jpg.rf.00eee5b7252e98b828f97e571397e4c3.jpg,data/-01-16-3-1-3-1-220_jpg.rf.00eee5b7252e98b828f97e571397e4c3.jpg,"The image shows a computer vision dataset for a research environment. The main visible objects include: - Two people, one standing and one sitting. - A table with various objects on it. - A person standing near the table. - A person standing near the table. - A person sitting near the table. - A person standing near the table. - A person standing near the table. - A person sitting near the table. - A",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-28_jpg.rf.7c03ee6b84bbefce8452dae47f6e4e12.jpg,data/-01-16-3-1-3-1-28_jpg.rf.7c03ee6b84bbefce8452dae47f6e4e12.jpg,This image is a photo of a room. There are three women in the room. Two of them are wearing masks. There is a table with a box on it. There are other tables and chairs. There are other people in the room.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-311_jpg.rf.7a755bc7e987828f2b5b08745f800ee6.jpg,data/-01-16-3-1-3-1-311_jpg.rf.7a755bc7e987828f2b5b08745f800ee6.jpg,Computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-3125_jpg.rf.366f96f4f3c9b4f81deaf519bce51867.jpg,data/-01-16-3-1-3-1-3125_jpg.rf.366f96f4f3c9b4f81deaf519bce51867.jpg,Image is a computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-3134_jpg.rf.2eab72c127f5a0c12c02dbbd4aa1935e.jpg,data/-01-16-3-1-3-1-3134_jpg.rf.2eab72c127f5a0c12c02dbbd4aa1935e.jpg,Computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-3134_jpg.rf.fa399f7870e17ea682deca6f4efe580c.jpg,data/-01-16-3-1-3-1-3134_jpg.rf.fa399f7870e17ea682deca6f4efe580c.jpg,Computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-3134_jpg.rf.ffaa0a954bcc91560fb47a9704e55a26.jpg,data/-01-16-3-1-3-1-3134_jpg.rf.ffaa0a954bcc91560fb47a9704e55a26.jpg,2 more pictures.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-3136_jpg.rf.02ae285bb2416afe8d515c18c4042f7c.jpg,data/-01-16-3-1-3-1-3136_jpg.rf.02ae285bb2416afe8d515c18c4042f7c.jpg,A computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-3145_jpg.rf.4f61b91f63652aefa6e9a61c60c1ec04.jpg,data/-01-16-3-1-3-1-3145_jpg.rf.4f61b91f63652aefa6e9a61c60c1ec04.jpg,Computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-329_jpg.rf.53c50adef42cd158c5c25e8778ddf59f.jpg,data/-01-16-3-1-3-1-329_jpg.rf.53c50adef42cd158c5c25e8778ddf59f.jpg,Computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-336_jpg.rf.9d71a93f1a55d493b8b5de9c0fb1e752.jpg,data/-01-16-3-1-3-1-336_jpg.rf.9d71a93f1a55d493b8b5de9c0fb1e752.jpg,Two people standing in an office area. Two women standing in an office area. A table with boxes on it. A box on the table. A bottle on the table. A box on the table. A person in the background. A door with an exit sign.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-345_jpg.rf.12d59814cf3e3e681bae35a0907989c8.jpg,data/-01-16-3-1-3-1-345_jpg.rf.12d59814cf3e3e681bae35a0907989c8.jpg,Computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-351_jpg.rf.62d10ef4893392dd66b9bb347981d4ae.jpg,data/-01-16-3-1-3-1-351_jpg.rf.62d10ef4893392dd66b9bb347981d4ae.jpg,"Fourteen objects: a table, boxes, a bottle, a suitcase, computers, a door, a sign, a light, a chair, a chair, a chair, a suitcase, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair, a chair",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-355_jpg.rf.a9662ab697b6d5482db430745af9ac09.jpg,data/-01-16-3-1-3-1-355_jpg.rf.a9662ab697b6d5482db430745af9ac09.jpg,A.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-358_jpg.rf.1773685846e6b358e49a07a924b409d6.jpg,data/-01-16-3-1-3-1-358_jpg.rf.1773685846e6b358e49a07a924b409d6.jpg,More image.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-377_jpg.rf.7c831604a49603c21976d519c5006733.jpg,data/-01-16-3-1-3-1-377_jpg.rf.7c831604a49603c21976d519c5006733.jpg,"2 cubicles, two people, boxes, table, glass, phone, box, clock, items, air conditioner, vent, door, drawers, cabinets, air conditioner, air conditioner fans, air conditioner fans, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes, boxes",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-382_jpg.rf.f22143bc87911e9ad422abc2254bee6b.jpg,data/-01-16-3-1-3-1-382_jpg.rf.f22143bc87911e9ad422abc2254bee6b.jpg,A computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-438_jpg.rf.bf6fb9f0958f6ec7e6ec733656d499db.jpg,data/-01-16-3-1-3-1-438_jpg.rf.bf6fb9f0958f6ec7e6ec733656d499db.jpg,This image is a 3d panoramic image of a computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-456_jpg.rf.7e0d54645cd7cba46d3413c97c4f7daf.jpg,data/-01-16-3-1-3-1-456_jpg.rf.7e0d54645cd7cba46d3413c97c4f7daf.jpg,Two men are playing with wii in a room.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-466_jpg.rf.bb378c864e171fa8ce762995b00e8ebc.jpg,data/-01-16-3-1-3-1-466_jpg.rf.bb378c864e171fa8ce762995b00e8ebc.jpg,1. 3 rows of cubicles. 2. 2 women standing near a table. 3. 2 people standing near a table. 4. 2 people sitting at a table. 5. 2 people standing near a table. 6. 2 people sitting at a table. 7. 2 people standing near a table. 8. 2 people standing near a table. 9. 2 people sitting at a,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-468_jpg.rf.08ab7755c9ca2684cfe71355266939c6.jpg,data/-01-16-3-1-3-1-468_jpg.rf.08ab7755c9ca2684cfe71355266939c6.jpg,"Image Description: 3 people, box, table, electronics, boxes, tape, computer, chairs, filing cabinets, and boxes.",HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
-01-16-3-1-3-1-472_jpg.rf.683beb6dbdca68d2cc78dd90b07c5764.jpg,data/-01-16-3-1-3-1-472_jpg.rf.683beb6dbdca68d2cc78dd90b07c5764.jpg,This image shows a computer vision dataset.,HuggingFaceTB/SmolVLM-256M-Instruct,"Describe this image for a computer vision dataset.
Return one concise sentence in English.
Include the main visible objects, scene, actions if any, colors, and important context.
Do not invent hidden details. Do not use bullet points."
